"Rewired version: 1.1.3.0"
"Editor Controller Name","Controller Name","Controller GUID","Element Identifier Id","Element Identifier Name","Element Identifier Type"
"Saitek X52","Saitek X52","ec284627-3b35-4731-9c0c-788dc7700743","15","Stick Center Hat Right","1"
"Saitek X52","Saitek X52","ec284627-3b35-4731-9c0c-788dc7700743","16","Stick Center Hat Down-Right","1"
"Saitek X52","Saitek X52","ec284627-3b35-4731-9c0c-788dc7700743","17","Stick Center Hat Down","1"
"Saitek X52","Saitek X52","ec284627-3b35-4731-9c0c-788dc7700743","18","Stick Center Hat Down-Left","1"
"Saitek X52","Saitek X52","ec284627-3b35-4731-9c0c-788dc7700743","19","Stick Center Hat Left","1"
"Saitek X52","Saitek X52","ec284627-3b35-4731-9c0c-788dc7700743","20","Stick Center Hat Up-Left","1"
"Saitek X52","Saitek X52","ec284627-3b35-4731-9c0c-788dc7700743","21","Stick Left Hat Up","1"
"Saitek X52","Saitek X52","ec284627-3b35-4731-9c0c-788dc7700743","22","Stick Left Hat Up-Right","1"
"Saitek X52","Saitek X52","ec284627-3b35-4731-9c0c-788dc7700743","23","Stick Left Hat Right","1"
"Saitek X52","Saitek X52","ec284627-3b35-4731-9c0c-788dc7700743","24","Stick Left Hat Down-Right","1"
"Saitek X52","Saitek X52","ec284627-3b35-4731-9c0c-788dc7700743","25","Stick Left Hat Down","1"
"Saitek X52","Saitek X52","ec284627-3b35-4731-9c0c-788dc7700743","26","Stick Left Hat Down-Left","1"
"Saitek X52","Saitek X52","ec284627-3b35-4731-9c0c-788dc7700743","27","Stick Left Hat Left","1"
"Saitek X52","Saitek X52","ec284627-3b35-4731-9c0c-788dc7700743","28","Stick Left Hat Up-Left","1"
"Saitek X52","Saitek X52","ec284627-3b35-4731-9c0c-788dc7700743","29","T1","1"
"Saitek X52","Saitek X52","ec284627-3b35-4731-9c0c-788dc7700743","30","T2","1"
"Saitek X52","Saitek X52","ec284627-3b35-4731-9c0c-788dc7700743","31","T3","1"
"Saitek X52","Saitek X52","ec284627-3b35-4731-9c0c-788dc7700743","32","T4","1"
"Saitek X52","Saitek X52","ec284627-3b35-4731-9c0c-788dc7700743","33","T5","1"
"Saitek X52","Saitek X52","ec284627-3b35-4731-9c0c-788dc7700743","34","T6","1"
"Saitek X52","Saitek X52","ec284627-3b35-4731-9c0c-788dc7700743","35","Throttle","0"
"Saitek X52","Saitek X52","ec284627-3b35-4731-9c0c-788dc7700743","36","Throttle Slider","0"
"Saitek X52","Saitek X52","ec284627-3b35-4731-9c0c-788dc7700743","37","D","1"
"Saitek X52","Saitek X52","ec284627-3b35-4731-9c0c-788dc7700743","38","E Button","1"
"Saitek X52","Saitek X52","ec284627-3b35-4731-9c0c-788dc7700743","39","E Rotary","0"
"Saitek X52","Saitek X52","ec284627-3b35-4731-9c0c-788dc7700743","40","i Button","1"
"Saitek X52","Saitek X52","ec284627-3b35-4731-9c0c-788dc7700743","41","i Rotary","0"
"Saitek X52","Saitek X52","ec284627-3b35-4731-9c0c-788dc7700743","42","Throttle Wheel Fwd","1"
"Saitek X52","Saitek X52","ec284627-3b35-4731-9c0c-788dc7700743","43","Throttle Wheel Back","1"
"Saitek X52","Saitek X52","ec284627-3b35-4731-9c0c-788dc7700743","44","Throttle Wheel Press","1"
"Saitek X52","Saitek X52","ec284627-3b35-4731-9c0c-788dc7700743","45","Throttle Hat Up","1"
"Saitek X52","Saitek X52","ec284627-3b35-4731-9c0c-788dc7700743","46","Throttle Hat Up-Right","1"
"Saitek X52","Saitek X52","ec284627-3b35-4731-9c0c-788dc7700743","47","Throttle Hat Right","1"
"Saitek X52","Saitek X52","ec284627-3b35-4731-9c0c-788dc7700743","48","Throttle Hat Down-Right","1"
"Saitek X52","Saitek X52","ec284627-3b35-4731-9c0c-788dc7700743","49","Throttle Hat Down","1"
"Saitek X52","Saitek X52","ec284627-3b35-4731-9c0c-788dc7700743","50","Throttle Hat Down-Left","1"
"Saitek X52","Saitek X52","ec284627-3b35-4731-9c0c-788dc7700743","51","Throttle Hat Left","1"
"Saitek X52","Saitek X52","ec284627-3b35-4731-9c0c-788dc7700743","52","Throttle Hat Up-Left","1"
"Saitek X52","Saitek X52","ec284627-3b35-4731-9c0c-788dc7700743","57","Mouse Nub X","0"
"Saitek X52","Saitek X52","ec284627-3b35-4731-9c0c-788dc7700743","58","Mouse Nub Y","0"
"Saitek X52","Saitek X52","ec284627-3b35-4731-9c0c-788dc7700743","59","Mouse Nub Button","1"
"Saitek X52","Saitek X52","ec284627-3b35-4731-9c0c-788dc7700743","53","Function","1"
"Saitek X52","Saitek X52","ec284627-3b35-4731-9c0c-788dc7700743","54","Start-Stop","1"
"Saitek X52","Saitek X52","ec284627-3b35-4731-9c0c-788dc7700743","55","Reset","1"
"Saitek X52","Saitek X52","ec284627-3b35-4731-9c0c-788dc7700743","60","Stick","100"
"Saitek X52","Saitek X52","ec284627-3b35-4731-9c0c-788dc7700743","61","Mouse Nub","100"
"Saitek X52","Saitek X52","ec284627-3b35-4731-9c0c-788dc7700743","62","Stick Center Hat","100"
"Saitek X52","Saitek X52","ec284627-3b35-4731-9c0c-788dc7700743","63","Stick Left Hat","100"
"Saitek X52","Saitek X52","ec284627-3b35-4731-9c0c-788dc7700743","64","Throttle Hat","100"
"Saitek X52 Pro","Saitek X52 Pro","d8985c95-8123-41d8-9997-2b42cb2abe38","0","Stick X","0"
"Saitek X52 Pro","Saitek X52 Pro","d8985c95-8123-41d8-9997-2b42cb2abe38","1","Stick Y","0"
"Saitek X52 Pro","Saitek X52 Pro","d8985c95-8123-41d8-9997-2b42cb2abe38","56","Stick Rotate","0"
"Saitek X52 Pro","Saitek X52 Pro","d8985c95-8123-41d8-9997-2b42cb2abe38","2","Trigger (1st Stage)","1"
"Saitek X52 Pro","Saitek X52 Pro","d8985c95-8123-41d8-9997-2b42cb2abe38","3","Trigger (2nd Stage)","1"
"Saitek X52 Pro","Saitek X52 Pro","d8985c95-8123-41d8-9997-2b42cb2abe38","4","Trigger (2nd Stage)","1"
"Saitek X52 Pro","Saitek X52 Pro","d8985c95-8123-41d8-9997-2b42cb2abe38","5","Fire","1"
"Saitek X52 Pro","Saitek X52 Pro","d8985c95-8123-41d8-9997-2b42cb2abe38","6","A","1"
"Saitek X52 Pro","Saitek X52 Pro","d8985c95-8123-41d8-9997-2b42cb2abe38","7","B","1"
"Saitek X52 Pro","Saitek X52 Pro","d8985c95-8123-41d8-9997-2b42cb2abe38","8","C","1"
"Saitek X52 Pro","Saitek X52 Pro","d8985c95-8123-41d8-9997-2b42cb2abe38","9","Pinky Trigger","1"
"Saitek X52 Pro","Saitek X52 Pro","d8985c95-8123-41d8-9997-2b42cb2abe38","10","Mode 1","1"
"Saitek X52 Pro","Saitek X52 Pro","d8985c95-8123-41d8-9997-2b42cb2abe38","11","Mode 2","1"
"Saitek X52 Pro","Saitek X52 Pro","d8985c95-8123-41d8-9997-2b42cb2abe38","12","Mode 3","1"
"Saitek X52 Pro","Saitek X52 Pro","d8985c95-8123-41d8-9997-2b42cb2abe38","13","Stick Center Hat Up","1"
"Saitek X52 Pro","Saitek X52 Pro","d8985c95-8123-41d8-9997-2b42cb2abe38","14","Stick Center Hat Up-Right","1"
"Saitek X52 Pro","Saitek X52 Pro","d8985c95-8123-41d8-9997-2b42cb2abe38","15","Stick Center Hat Right","1"
"Saitek X52 Pro","Saitek X52 Pro","d8985c95-8123-41d8-9997-2b42cb2abe38","16","Stick Center Hat Down-Right","1"
"Saitek X52 Pro","Saitek X52 Pro","d8985c95-8123-41d8-9997-2b42cb2abe38","17","Stick Center Hat Down","1"
"Saitek X52 Pro","Saitek X52 Pro","d8985c95-8123-41d8-9997-2b42cb2abe38","18","Stick Center Hat Down-Left","1"
"Saitek X52 Pro","Saitek X52 Pro","d8985c95-8123-41d8-9997-2b42cb2abe38","19","Stick Center Hat Left","1"
"Saitek X52 Pro","Saitek X52 Pro","d8985c95-8123-41d8-9997-2b42cb2abe38","20","Stick Center Hat Up-Left","1"
"Saitek X52 Pro","Saitek X52 Pro","d8985c95-8123-41d8-9997-2b42cb2abe38","21","Stick Left Hat Up","1"
"Saitek X52 Pro","Saitek X52 Pro","d8985c95-8123-41d8-9997-2b42cb2abe38","22","Stick Left Hat Up-Right","1"
"Saitek X52 Pro","Saitek X52 Pro","d8985c95-8123-41d8-9997-2b42cb2abe38","23","Stick Left Hat Right","1"
"Saitek X52 Pro","Saitek X52 Pro","d8985c95-8123-41d8-9997-2b42cb2abe38","24","Stick Left Hat Down-Right","1"
"Saitek X52 Pro","Saitek X52 Pro","d8985c95-8123-41d8-9997-2b42cb2abe38","25","Stick Left Hat Down","1"
"Saitek X52 Pro","Saitek X52 Pro","d8985c95-8123-41d8-9997-2b42cb2abe38","26","Stick Left Hat Down-Left","1"
"Saitek X52 Pro","Saitek X52 Pro","d8985c95-8123-41d8-9997-2b42cb2abe38","27","Stick Left Hat Left","1"
"Saitek X52 Pro","Saitek X52 Pro","d8985c95-8123-41d8-9997-2b42cb2abe38","28","Stick Left Hat Up-Left","1"
"Saitek X52 Pro","Saitek X52 Pro","d8985c95-8123-41d8-9997-2b42cb2abe38","29","T1","1"
"Saitek X52 Pro","Saitek X52 Pro","d8985c95-8123-41d8-9997-2b42cb2abe38","30","T2","1"
"Saitek X52 Pro","Saitek X52 Pro","d8985c95-8123-41d8-9997-2b42cb2abe38","31","T3","1"
"Saitek X52 Pro","Saitek X52 Pro","d8985c95-8123-41d8-9997-2b42cb2abe38","32","T4","1"
"Saitek X52 Pro","Saitek X52 Pro","d8985c95-8123-41d8-9997-2b42cb2abe38","33","T5","1"
"Saitek X52 Pro","Saitek X52 Pro","d8985c95-8123-41d8-9997-2b42cb2abe38","34","T6","1"
"Saitek X52 Pro","Saitek X52 Pro","d8985c95-8123-41d8-9997-2b42cb2abe38","35","Throttle","0"
"Saitek X52 Pro","Saitek X52 Pro","d8985c95-8123-41d8-9997-2b42cb2abe38","36","Throttle Slider","0"
"Saitek X52 Pro","Saitek X52 Pro","d8985c95-8123-41d8-9997-2b42cb2abe38","37","D","1"
"Saitek X52 Pro","Saitek X52 Pro","d8985c95-8123-41d8-9997-2b42cb2abe38","38","E Button","1"
"Saitek X52 Pro","Saitek X52 Pro","d8985c95-8123-41d8-9997-2b42cb2abe38","39","E Rotary","0"
"Saitek X52 Pro","Saitek X52 Pro","d8985c95-8123-41d8-9997-2b42cb2abe38","40","i Button","1"
"Saitek X52 Pro","Saitek X52 Pro","d8985c95-8123-41d8-9997-2b42cb2abe38","41","i Rotary","0"
"Saitek X52 Pro","Saitek X52 Pro","d8985c95-8123-41d8-9997-2b42cb2abe38","42","Throttle Wheel Fwd","1"
"Saitek X52 Pro","Saitek X52 Pro","d8985c95-8123-41d8-9997-2b42cb2abe38","43","Throttle Wheel Back","1"
"Saitek X52 Pro","Saitek X52 Pro","d8985c95-8123-41d8-9997-2b42cb2abe38","44","Throttle Wheel Press","1"
"Saitek X52 Pro","Saitek X52 Pro","d8985c95-8123-41d8-9997-2b42cb2abe38","45","Throttle Hat Up","1"
"Saitek X52 Pro","Saitek X52 Pro","d8985c95-8123-41d8-9997-2b42cb2abe38","46","Throttle Hat Up-Right","1"
"Saitek X52 Pro","Saitek X52 Pro","d8985c95-8123-41d8-9997-2b42cb2abe38","47","Throttle Hat Right","1"
"Saitek X52 Pro","Saitek X52 Pro","d8985c95-8123-41d8-9997-2b42cb2abe38","48","Throttle Hat Down-Right","1"
"Saitek X52 Pro","Saitek X52 Pro","d8985c95-8123-41d8-9997-2b42cb2abe38","49","Throttle Hat Down","1"
"Saitek X52 Pro","Saitek X52 Pro","d8985c95-8123-41d8-9997-2b42cb2abe38","50","Throttle Hat Down-Left","1"
"Saitek X52 Pro","Saitek X52 Pro","d8985c95-8123-41d8-9997-2b42cb2abe38","51","Throttle Hat Left","1"
"Saitek X52 Pro","Saitek X52 Pro","d8985c95-8123-41d8-9997-2b42cb2abe38","52","Throttle Hat Up-Left","1"
"Saitek X52 Pro","Saitek X52 Pro","d8985c95-8123-41d8-9997-2b42cb2abe38","57","Mouse Nub X","0"
"Saitek X52 Pro","Saitek X52 Pro","d8985c95-8123-41d8-9997-2b42cb2abe38","58","Mouse Nub Y","0"
"Saitek X52 Pro","Saitek X52 Pro","d8985c95-8123-41d8-9997-2b42cb2abe38","59","Mouse Nub Button","1"
"Saitek X52 Pro","Saitek X52 Pro","d8985c95-8123-41d8-9997-2b42cb2abe38","53","MFD Wheel 1 Up","1"
"Saitek X52 Pro","Saitek X52 Pro","d8985c95-8123-41d8-9997-2b42cb2abe38","62","MFD Wheel 1 Down","1"
"Saitek X52 Pro","Saitek X52 Pro","d8985c95-8123-41d8-9997-2b42cb2abe38","63","MFD Wheel 1 Press","1"
"Saitek X52 Pro","Saitek X52 Pro","d8985c95-8123-41d8-9997-2b42cb2abe38","64","MFD Wheel 2 Up","1"
"Saitek X52 Pro","Saitek X52 Pro","d8985c95-8123-41d8-9997-2b42cb2abe38","65","MFD Wheel 2 Down","1"
"Saitek X52 Pro","Saitek X52 Pro","d8985c95-8123-41d8-9997-2b42cb2abe38","66","MFD Wheel 2 Press","1"
"Saitek X52 Pro","Saitek X52 Pro","d8985c95-8123-41d8-9997-2b42cb2abe38","54","Start-Stop","1"
"Saitek X52 Pro","Saitek X52 Pro","d8985c95-8123-41d8-9997-2b42cb2abe38","55","Reset","1"
"Saitek X52 Pro","Saitek X52 Pro","d8985c95-8123-41d8-9997-2b42cb2abe38","60","Stick","100"
"Saitek X52 Pro","Saitek X52 Pro","d8985c95-8123-41d8-9997-2b42cb2abe38","61","Mouse Nub","100"
"Saitek X52 Pro","Saitek X52 Pro","d8985c95-8123-41d8-9997-2b42cb2abe38","67","Stick Center Hat","100"
"Saitek X52 Pro","Saitek X52 Pro","d8985c95-8123-41d8-9997-2b42cb2abe38","68","Stick Left Hat","100"
"Saitek X52 Pro","Saitek X52 Pro","d8985c95-8123-41d8-9997-2b42cb2abe38","69","Throttle Hat","100"
"Saitek X-55 Rhino Stick","Saitek X-55 Rhino Stick","0e155f1d-ee21-45b1-b4e6-42bbd3a29a80","0","Stick X","0"
"Saitek X-55 Rhino Stick","Saitek X-55 Rhino Stick","0e155f1d-ee21-45b1-b4e6-42bbd3a29a80","1","Stick Y","0"
"Saitek X-55 Rhino Stick","Saitek X-55 Rhino Stick","0e155f1d-ee21-45b1-b4e6-42bbd3a29a80","2","Stick Rotate","0"
"Saitek X-55 Rhino Stick","Saitek X-55 Rhino Stick","0e155f1d-ee21-45b1-b4e6-42bbd3a29a80","3","Trigger","1"
"Saitek X-55 Rhino Stick","Saitek X-55 Rhino Stick","0e155f1d-ee21-45b1-b4e6-42bbd3a29a80","4","Top Thumb Button (A)","1"
"Saitek X-55 Rhino Stick","Saitek X-55 Rhino Stick","0e155f1d-ee21-45b1-b4e6-42bbd3a29a80","6","Side Button (B)","1"
"Saitek X-55 Rhino Stick","Saitek X-55 Rhino Stick","0e155f1d-ee21-45b1-b4e6-42bbd3a29a80","5","Grip Thumb Button (C)","1"
"Saitek X-55 Rhino Stick","Saitek X-55 Rhino Stick","0e155f1d-ee21-45b1-b4e6-42bbd3a29a80","7","Pinky Button (D)","1"
"Saitek X-55 Rhino Stick","Saitek X-55 Rhino Stick","0e155f1d-ee21-45b1-b4e6-42bbd3a29a80","8","Pull Trigger","1"
"Saitek X-55 Rhino Stick","Saitek X-55 Rhino Stick","0e155f1d-ee21-45b1-b4e6-42bbd3a29a80","9","POV Up","1"
"Saitek X-55 Rhino Stick","Saitek X-55 Rhino Stick","0e155f1d-ee21-45b1-b4e6-42bbd3a29a80","10","POV Up-Right","1"
"Saitek X-55 Rhino Stick","Saitek X-55 Rhino Stick","0e155f1d-ee21-45b1-b4e6-42bbd3a29a80","11","POV Right","1"
"Saitek X-55 Rhino Stick","Saitek X-55 Rhino Stick","0e155f1d-ee21-45b1-b4e6-42bbd3a29a80","12","POV Down-Right","1"
"Saitek X-55 Rhino Stick","Saitek X-55 Rhino Stick","0e155f1d-ee21-45b1-b4e6-42bbd3a29a80","13","POV Down","1"
"Saitek X-55 Rhino Stick","Saitek X-55 Rhino Stick","0e155f1d-ee21-45b1-b4e6-42bbd3a29a80","14","POV Down-Left","1"
"Saitek X-55 Rhino Stick","Saitek X-55 Rhino Stick","0e155f1d-ee21-45b1-b4e6-42bbd3a29a80","15","POV Left","1"
"Saitek X-55 Rhino Stick","Saitek X-55 Rhino Stick","0e155f1d-ee21-45b1-b4e6-42bbd3a29a80","16","POV Up-Left","1"
"Saitek X-55 Rhino Stick","Saitek X-55 Rhino Stick","0e155f1d-ee21-45b1-b4e6-42bbd3a29a80","17","H1 Up","1"
"Saitek X-55 Rhino Stick","Saitek X-55 Rhino Stick","0e155f1d-ee21-45b1-b4e6-42bbd3a29a80","18","H1 Up-Right","1"
"Saitek X-55 Rhino Stick","Saitek X-55 Rhino Stick","0e155f1d-ee21-45b1-b4e6-42bbd3a29a80","19","H1 Right","1"
"Saitek X-55 Rhino Stick","Saitek X-55 Rhino Stick","0e155f1d-ee21-45b1-b4e6-42bbd3a29a80","20","H1 Down-Right","1"
"Saitek X-55 Rhino Stick","Saitek X-55 Rhino Stick","0e155f1d-ee21-45b1-b4e6-42bbd3a29a80","21","H1 Down","1"
"Saitek X-55 Rhino Stick","Saitek X-55 Rhino Stick","0e155f1d-ee21-45b1-b4e6-42bbd3a29a80","22","H1 Down-Left","1"
"Saitek X-55 Rhino Stick","Saitek X-55 Rhino Stick","0e155f1d-ee21-45b1-b4e6-42bbd3a29a80","23","H1 Left","1"
"Saitek X-55 Rhino Stick","Saitek X-55 Rhino Stick","0e155f1d-ee21-45b1-b4e6-42bbd3a29a80","24","H1 Up-Left","1"
"Saitek X-55 Rhino Stick","Saitek X-55 Rhino Stick","0e155f1d-ee21-45b1-b4e6-42bbd3a29a80","25","H2 Up","1"
"Saitek X-55 Rhino Stick","Saitek X-55 Rhino Stick","0e155f1d-ee21-45b1-b4e6-42bbd3a29a80","26","H2 Up-Right","1"
"Saitek X-55 Rhino Stick","Saitek X-55 Rhino Stick","0e155f1d-ee21-45b1-b4e6-42bbd3a29a80","27","H2 Right","1"
"Saitek X-55 Rhino Stick","Saitek X-55 Rhino Stick","0e155f1d-ee21-45b1-b4e6-42bbd3a29a80","28","H2 Down-Right","1"
"Saitek X-55 Rhino Stick","Saitek X-55 Rhino Stick","0e155f1d-ee21-45b1-b4e6-42bbd3a29a80","29","H2 Down","1"
"Saitek X-55 Rhino Stick","Saitek X-55 Rhino Stick","0e155f1d-ee21-45b1-b4e6-42bbd3a29a80","30","H2 Down-Left","1"
"Saitek X-55 Rhino Stick","Saitek X-55 Rhino Stick","0e155f1d-ee21-45b1-b4e6-42bbd3a29a80","31","H2 Left","1"
"Saitek X-55 Rhino Stick","Saitek X-55 Rhino Stick","0e155f1d-ee21-45b1-b4e6-42bbd3a29a80","32","H2 Up-Left","1"
"Saitek X-55 Rhino Stick","Saitek X-55 Rhino Stick","0e155f1d-ee21-45b1-b4e6-42bbd3a29a80","33","Stick","100"
"Saitek X-55 Rhino Stick","Saitek X-55 Rhino Stick","0e155f1d-ee21-45b1-b4e6-42bbd3a29a80","34","POV Hat","100"
"Saitek X-55 Rhino Stick","Saitek X-55 Rhino Stick","0e155f1d-ee21-45b1-b4e6-42bbd3a29a80","35","Hat 1","100"
"Saitek X-55 Rhino Stick","Saitek X-55 Rhino Stick","0e155f1d-ee21-45b1-b4e6-42bbd3a29a80","36","Hat 2","100"
"Saitek X-55 Rhino Throttle","Saitek X-55 Rhino Throttle","bcb1ba29-5b37-46b4-8029-f1fbe4f1bd85","0","Left Throttle","0"
"Saitek X-55 Rhino Throttle","Saitek X-55 Rhino Throttle","bcb1ba29-5b37-46b4-8029-f1fbe4f1bd85","1","Right Throttle","0"
"Saitek X-55 Rhino Throttle","Saitek X-55 Rhino Throttle","bcb1ba29-5b37-46b4-8029-f1fbe4f1bd85","2","Top Thumb Wheel (F)","0"
"Saitek X-55 Rhino Throttle","Saitek X-55 Rhino Throttle","bcb1ba29-5b37-46b4-8029-f1fbe4f1bd85","3","Bottom Thumb Wheel (G)","0"
"Saitek X-55 Rhino Throttle","Saitek X-55 Rhino Throttle","bcb1ba29-5b37-46b4-8029-f1fbe4f1bd85","4","RTY 3","0"
"Saitek X-55 Rhino Throttle","Saitek X-55 Rhino Throttle","bcb1ba29-5b37-46b4-8029-f1fbe4f1bd85","5","RTY 4","0"
"Saitek X-55 Rhino Throttle","Saitek X-55 Rhino Throttle","bcb1ba29-5b37-46b4-8029-f1fbe4f1bd85","6","Index Finger Button (H)","1"
"Saitek X-55 Rhino Throttle","Saitek X-55 Rhino Throttle","bcb1ba29-5b37-46b4-8029-f1fbe4f1bd85","7","Mid Finger Button (I)","1"
"Saitek X-55 Rhino Throttle","Saitek X-55 Rhino Throttle","bcb1ba29-5b37-46b4-8029-f1fbe4f1bd85","15","Thumb Button (E)","1"
"Saitek X-55 Rhino Throttle","Saitek X-55 Rhino Throttle","bcb1ba29-5b37-46b4-8029-f1fbe4f1bd85","8","Pinky Switch Down (K)","1"
"Saitek X-55 Rhino Throttle","Saitek X-55 Rhino Throttle","bcb1ba29-5b37-46b4-8029-f1fbe4f1bd85","9","Pinky Switch Up (K)","1"
"Saitek X-55 Rhino Throttle","Saitek X-55 Rhino Throttle","bcb1ba29-5b37-46b4-8029-f1fbe4f1bd85","10","Slider","1"
"Saitek X-55 Rhino Throttle","Saitek X-55 Rhino Throttle","bcb1ba29-5b37-46b4-8029-f1fbe4f1bd85","11","Top Thumb Wheel Button (F)","1"
"Saitek X-55 Rhino Throttle","Saitek X-55 Rhino Throttle","bcb1ba29-5b37-46b4-8029-f1fbe4f1bd85","12","Bottom Thumb Wheel Button (G)","1"
"Saitek X-55 Rhino Throttle","Saitek X-55 Rhino Throttle","bcb1ba29-5b37-46b4-8029-f1fbe4f1bd85","13","Pinky Wheel Forward","1"
"Saitek X-55 Rhino Throttle","Saitek X-55 Rhino Throttle","bcb1ba29-5b37-46b4-8029-f1fbe4f1bd85","14","Pinky Wheel Backward","1"
"Saitek X-55 Rhino Throttle","Saitek X-55 Rhino Throttle","bcb1ba29-5b37-46b4-8029-f1fbe4f1bd85","16","Mode 1","1"
"Saitek X-55 Rhino Throttle","Saitek X-55 Rhino Throttle","bcb1ba29-5b37-46b4-8029-f1fbe4f1bd85","17","Mode 2","1"
"Saitek X-55 Rhino Throttle","Saitek X-55 Rhino Throttle","bcb1ba29-5b37-46b4-8029-f1fbe4f1bd85","18","Mode 3","1"
"Saitek X-55 Rhino Throttle","Saitek X-55 Rhino Throttle","bcb1ba29-5b37-46b4-8029-f1fbe4f1bd85","21","Top Hat (H3) Up","1"
"Saitek X-55 Rhino Throttle","Saitek X-55 Rhino Throttle","bcb1ba29-5b37-46b4-8029-f1fbe4f1bd85","41","Top Hat (H3) Up-Right","1"
"Saitek X-55 Rhino Throttle","Saitek X-55 Rhino Throttle","bcb1ba29-5b37-46b4-8029-f1fbe4f1bd85","19","Top Hat (H3) Right","1"
"Saitek X-55 Rhino Throttle","Saitek X-55 Rhino Throttle","bcb1ba29-5b37-46b4-8029-f1fbe4f1bd85","42","Top Hat (H3) Down-Right","1"
"Saitek X-55 Rhino Throttle","Saitek X-55 Rhino Throttle","bcb1ba29-5b37-46b4-8029-f1fbe4f1bd85","22","Top Hat (H3) Down","1"
"Saitek X-55 Rhino Throttle","Saitek X-55 Rhino Throttle","bcb1ba29-5b37-46b4-8029-f1fbe4f1bd85","43","Top Hat (H3) Down-Left","1"
"Saitek X-55 Rhino Throttle","Saitek X-55 Rhino Throttle","bcb1ba29-5b37-46b4-8029-f1fbe4f1bd85","20","Top Hat (H3) Left","1"
"Saitek X-55 Rhino Throttle","Saitek X-55 Rhino Throttle","bcb1ba29-5b37-46b4-8029-f1fbe4f1bd85","44","Top Hat (H3) Up-Left","1"
"Saitek X-55 Rhino Throttle","Saitek X-55 Rhino Throttle","bcb1ba29-5b37-46b4-8029-f1fbe4f1bd85","23","Bottom Hat (H4) Up","1"
"Saitek X-55 Rhino Throttle","Saitek X-55 Rhino Throttle","bcb1ba29-5b37-46b4-8029-f1fbe4f1bd85","45","Bottom Hat (H4) Up-Right","1"
"Saitek X-55 Rhino Throttle","Saitek X-55 Rhino Throttle","bcb1ba29-5b37-46b4-8029-f1fbe4f1bd85","25","Bottom Hat (H4) Right","1"
"Saitek X-55 Rhino Throttle","Saitek X-55 Rhino Throttle","bcb1ba29-5b37-46b4-8029-f1fbe4f1bd85","46","Bottom Hat (H4) Down-Right","1"
"Saitek X-55 Rhino Throttle","Saitek X-55 Rhino Throttle","bcb1ba29-5b37-46b4-8029-f1fbe4f1bd85","24","Bottom Hat (H4) Down","1"
"Saitek X-55 Rhino Throttle","Saitek X-55 Rhino Throttle","bcb1ba29-5b37-46b4-8029-f1fbe4f1bd85","47","Bottom Hat (H4) Down-Left","1"
"Saitek X-55 Rhino Throttle","Saitek X-55 Rhino Throttle","bcb1ba29-5b37-46b4-8029-f1fbe4f1bd85","26","Bottom Hat (H4) Left","1"
"Saitek X-55 Rhino Throttle","Saitek X-55 Rhino Throttle","bcb1ba29-5b37-46b4-8029-f1fbe4f1bd85","48","Bottom Hat (H4) Up-Left","1"
"Saitek X-55 Rhino Throttle","Saitek X-55 Rhino Throttle","bcb1ba29-5b37-46b4-8029-f1fbe4f1bd85","39","TGL 1 Up","1"
"Saitek X-55 Rhino Throttle","Saitek X-55 Rhino Throttle","bcb1ba29-5b37-46b4-8029-f1fbe4f1bd85","40","TGL 1 Down","1"
"Saitek X-55 Rhino Throttle","Saitek X-55 Rhino Throttle","bcb1ba29-5b37-46b4-8029-f1fbe4f1bd85","31","TGL 2 Up","1"
"Saitek X-55 Rhino Throttle","Saitek X-55 Rhino Throttle","bcb1ba29-5b37-46b4-8029-f1fbe4f1bd85","32","TGL 2 Down","1"
"Saitek X-55 Rhino Throttle","Saitek X-55 Rhino Throttle","bcb1ba29-5b37-46b4-8029-f1fbe4f1bd85","29","TGL 3 Up","1"
"Saitek X-55 Rhino Throttle","Saitek X-55 Rhino Throttle","bcb1ba29-5b37-46b4-8029-f1fbe4f1bd85","30","TGL 3 Down","1"
"Saitek X-55 Rhino Throttle","Saitek X-55 Rhino Throttle","bcb1ba29-5b37-46b4-8029-f1fbe4f1bd85","27","TGL 4 Up","1"
"Saitek X-55 Rhino Throttle","Saitek X-55 Rhino Throttle","bcb1ba29-5b37-46b4-8029-f1fbe4f1bd85","28","TGL 4 Down","1"
"Saitek X-55 Rhino Throttle","Saitek X-55 Rhino Throttle","bcb1ba29-5b37-46b4-8029-f1fbe4f1bd85","33","SW 1","1"
"Saitek X-55 Rhino Throttle","Saitek X-55 Rhino Throttle","bcb1ba29-5b37-46b4-8029-f1fbe4f1bd85","34","SW 2","1"
"Saitek X-55 Rhino Throttle","Saitek X-55 Rhino Throttle","bcb1ba29-5b37-46b4-8029-f1fbe4f1bd85","35","SW 3","1"
"Saitek X-55 Rhino Throttle","Saitek X-55 Rhino Throttle","bcb1ba29-5b37-46b4-8029-f1fbe4f1bd85","36","SW 4","1"
"Saitek X-55 Rhino Throttle","Saitek X-55 Rhino Throttle","bcb1ba29-5b37-46b4-8029-f1fbe4f1bd85","37","SW 5","1"
"Saitek X-55 Rhino Throttle","Saitek X-55 Rhino Throttle","bcb1ba29-5b37-46b4-8029-f1fbe4f1bd85","38","SW 6","1"
"Saitek X-55 Rhino Throttle","Saitek X-55 Rhino Throttle","bcb1ba29-5b37-46b4-8029-f1fbe4f1bd85","49","Mouse Nub X","0"
